ID,Title,Section,Type,Priority,Estimate,Preconditions,Steps,Expected Result,References,Automation Status
FR-REG-001,User Registration - Personal Account,Full Regression > Authentication > Registration,Functional,Critical,5m,"Browser open, QA environment: https://vcst-qa-storefront.govirto.com, cleared cache/cookies","1. Navigate to storefront homepage
2. Click 'Sign Up' in header
3. Select 'Personal' account type
4. Fill required fields:
   - First Name: Test
   - Last Name: User
   - Email: testuser-{timestamp}@example.com
   - Password: TestP@ss123!
   - Confirm Password: TestP@ss123!
5. Accept terms and conditions
6. Click 'Create Account' button
7. Verify confirmation page displays
8. Check email for confirmation
9. Log in with new credentials","- Registration form submits successfully
- Confirmation page displays 'Registration successful' message
- Confirmation email received within 2 minutes
- User can sign in with new credentials
- Account visible in Admin panel under Customers
- Profile displays correct personal information",C410417,Automated
FR-REG-002,User Registration - Organization Account,Full Regression > Authentication > Registration,Functional,Critical,7m,"Browser open, QA environment accessible","1. Navigate to registration page
2. Select 'Organization' account type
3. Fill required fields:
   - Company Name: Test Organization {timestamp}
   - First Name: Admin
   - Last Name: User
   - Email: orgadmin-{timestamp}@example.com
   - Password: OrgP@ss123!
   - Confirm Password: OrgP@ss123!
4. Accept terms and conditions
5. Click 'Create Account' button
6. Verify organization creation
7. Log in with new credentials
8. Verify organization context","- Organization account created successfully
- Company appears in Organizations list in Admin
- User assigned as organization administrator
- Organization name visible in storefront header
- B2B features accessible (Company Members, Quick Order)
- User can switch between organizations if multiple exist",C410418,Automated
FR-AUTH-001,Sign In - Personal User,Full Regression > Authentication > Sign In,Functional,Critical,3m,"Valid personal user account exists: USER_EMAIL from .env","1. Navigate to https://vcst-qa-storefront.govirto.com
2. Click 'Sign In' in header
3. Enter email: USER_EMAIL
4. Enter password: USER_PASSWORD
5. Click 'Sign In' button
6. Verify successful authentication","- User authenticated successfully
- Redirected to homepage or dashboard
- User name displayed in header
- Cart icon accessible
- Wishlist accessible
- Account menu shows Logout option
- No error messages displayed",C410420,Automated
FR-AUTH-002,Sign In - Organization User,Full Regression > Authentication > Sign In,Functional,Critical,4m,"Valid organization user account exists","1. Navigate to sign-in page
2. Enter organization user email
3. Enter password
4. Click 'Sign In' button
5. Verify organization context active
6. Check B2B features available","- User logged in with organization context
- Organization name visible in header
- Organization selector displays (if multiple orgs)
- B2B features accessible: Quick Order, Company Members, Quotes
- Cart specific to organization
- Pricing reflects organization contracts (if configured)",C410421,Automated
FR-AUTH-003,Forgot Password Flow,Full Regression > Authentication > Password,Functional,High,8m,"Valid user account exists","1. Navigate to sign-in page
2. Click 'Forgot Password?' link
3. Enter registered email address
4. Click 'Send Reset Link' button
5. Check email for password reset link
6. Click reset link (opens in new tab)
7. Enter new password twice
8. Click 'Reset Password' button
9. Verify reset successful
10. Log in with new password","- Reset link email received within 2 minutes
- Reset link opens password reset form
- Password accepts strong passwords (8+ chars, uppercase, lowercase, number, special)
- Password reset completes successfully
- Confirmation message: 'Password reset successful'
- Can sign in with new password
- Old password no longer works
- Reset link expires after use (cannot reuse)",C410440,Manual
FR-AUTH-004,Sign Out,Full Regression > Authentication > Sign Out,Functional,High,2m,"User logged in","1. Click on user name/account menu in header
2. Click 'Sign Out' or 'Log Out'
3. Verify sign-out completed
4. Attempt to access protected pages","- User signed out successfully
- Redirected to homepage or sign-in page
- Account menu no longer shows user name
- Cart cleared (or saved for next login)
- Attempting to access account pages redirects to sign-in
- Session token revoked",C410423,Automated
FR-CAT-001,Catalog Browsing - Category Navigation,Full Regression > Catalog > Navigation,Functional,Critical,5m,"User logged in","1. Navigate to main catalog from header menu
2. Hover over main category (e.g., 'Snacks')
3. Verify subcategories display
4. Click on subcategory (e.g., 'Chips & Pretzels')
5. Verify category page loads
6. Check breadcrumbs
7. Verify product listing displays","- Main categories load in header/menu
- Subcategories display on hover/click
- Category page loads with correct products
- Breadcrumbs show: Home > Snacks > Chips & Pretzels
- Product count displayed (e.g., '24 products')
- Facets/filters display on left sidebar
- Products show image, name, price, Add to Cart button",C410460,Automated
FR-CAT-002,Product Faceted Filters - Apply Multiple Filters,Full Regression > Catalog > Filters,Functional,Critical,7m,"User on category page with filterable products","1. Navigate to category with filters (e.g., 'Electronics')
2. Verify facets display (Brand, Price, Size, Color)
3. Select filter: Brand = 'Sony'
4. Verify results filter
5. Add filter: Price range $100-$500
6. Verify results further refined
7. Add filter: Size = 'Medium'
8. Verify chip badges display for active filters
9. Click X on one chip to remove filter
10. Verify results update","- Facets display with available filter values
- Applying filter updates product listing immediately
- Product count updates after each filter
- Multiple filters work together (AND logic)
- Chip badges display for active filters
- Removing filter chip updates results
- Filter state persists on page refresh
- No products case shows 'No products match your filters' message",C410470,Automated
FR-CAT-003,Product Faceted Filters - Reset Filters,Full Regression > Catalog > Filters,Functional,High,3m,"Multiple filters applied to product listing","1. Apply 3+ filters to category page
2. Verify filtered results display
3. Click 'Reset Filters' or 'Clear All' button
4. Verify all filters cleared","- 'Reset Filters' button is visible when filters active
- Clicking reset removes all filters
- Product listing returns to full unfiltered state
- Chip badges disappear
- Product count returns to total
- Facet selections cleared",C410472,Automated
FR-CAT-004,Product Sorting,Full Regression > Catalog > Sorting,Functional,High,4m,"User on category page with multiple products","1. Navigate to category page
2. Locate sort dropdown (usually top-right)
3. Select 'Price: Low to High'
4. Verify products sorted by price ascending
5. Select 'Price: High to Low'
6. Verify products sorted descending
7. Select 'Name: A-Z'
8. Verify alphabetical sort","- Sort options available: Price (Low-High, High-Low), Name (A-Z, Z-A), Newest, Most Popular
- Sorting applies immediately without page reload
- Product order updates correctly
- Pagination resets to page 1 on sort change
- Sort selection persists on pagination",C410475,Automated
